Note,ADULT_CONTENT,HEALTH,DRUGS_ALCOHOL_GAMBLING,RACE,VIOLENCE_CRIME,POLITICS,RELATION,LOCATION
bail,0,0,0,0,1,0,0,0
total destruction mind,0,0,0,0,1,0,0,0
substance abuse,0,0,0,0,1,0,0,0
sorry holding hostage garage,0,0,0,0,1,0,0,0
85 bail,0,0,0,0,1,0,0,0
85 bail,0,0,0,0,1,0,0,0
battle troy,0,0,0,0,1,0,0,0
85 bail,0,0,0,0,1,0,0,0
85 bail,0,0,0,0,1,0,0,0
85 bail,0,0,0,0,1,0,0,0
beach club robbery,0,0,0,0,1,0,0,0
project carnage destruction,0,0,0,0,1,0,0,0
85 bail,0,0,0,0,1,0,0,0
bail ssusshh,0,0,0,0,1,0,0,0
bail,0,0,0,0,1,0,0,0
abuse,0,0,0,0,1,0,0,0
mine adams summer slaughter beer cigs,0,0,0,0,1,0,0,0
west county bail fund,0,0,0,0,1,0,0,0
prison bail,0,0,0,0,1,0,0,0
killing,0,0,0,0,1,0,0,0
shoot ur shot,0,0,0,0,1,0,0,0
keg killer,0,0,0,0,1,0,0,0
joewid bail,0,0,0,0,1,0,0,0
killer kristin tko,0,0,0,0,1,0,0,0
pistol,0,0,0,0,1,0,0,0
serial killer survival funds,0,0,0,0,1,0,0,0
infiltrate enemy moving em randomly,0,0,0,0,1,0,0,0
battle,0,0,0,0,1,0,0,0
morty portal gun,0,0,0,0,1,0,0,0
almost killing,0,0,0,0,1,0,0,0
killing sister,0,0,0,0,1,0,0,0
new gun money,0,0,0,0,1,0,0,0
bail legal fees,0,0,0,0,1,0,0,0
suicide race,0,0,0,0,1,0,0,0
destroying taxi industry,0,0,0,0,1,0,0,0
beth terrorist,0,0,0,0,1,0,0,0
suicide pool,0,0,0,0,1,0,0,0
joint custody,0,0,0,0,1,0,0,0
corruption inherent system,0,0,0,0,1,0,0,0
conspiracy theory meeting,0,0,0,0,1,0,0,0
criminal,0,0,0,0,1,0,0,0
shoot,0,0,0,0,1,0,0,0
killing bodies,0,0,0,0,1,0,0,0
vaporizing enemy,0,0,0,0,1,0,0,0
criminal,0,0,0,0,1,0,0,0
trafficking clothes,0,0,0,0,1,0,0,0
killing vincent,0,0,0,0,1,0,0,0
killing,0,0,0,0,1,0,0,0
lady killer,0,0,0,0,1,0,0,0
made enemy,0,0,0,0,1,0,0,0
breaking outta jail,0,0,0,0,1,0,0,0
suicide football pool,0,0,0,0,1,0,0,0
fire move immediately,0,0,0,0,1,0,0,0
suicide football pool,0,0,0,0,1,0,0,0
blackout bus,0,0,0,0,1,0,0,0
destroy liver,0,0,0,0,1,0,0,0
assassination attempt also sensual back rub,0,0,0,0,1,0,0,0
getting jail,0,0,0,0,1,0,0,0
strippers drugs assault rifles sandwiches,1,0,1,0,1,0,0,0
deposit senior shoot,0,0,0,0,1,0,0,0
criminal activity supplies funyuns,0,0,0,0,1,0,0,0
blackout,0,0,0,0,1,0,0,0
holy fire donation,0,0,0,0,1,0,0,0
sonic blackout part infinity,0,0,0,0,1,0,0,0
sonic blackout,0,0,0,0,1,0,0,0
suicide sad things,0,0,0,0,1,0,0,0
fire,0,0,0,0,1,0,0,0
suicide,0,0,0,0,1,0,0,0
suicide,0,0,0,0,1,0,0,0
death destruction global scale,0,0,0,0,1,0,0,0
shooting,0,0,0,0,1,0,0,0
bail bond,0,0,0,0,1,0,0,0
suicide pool,0,0,0,0,1,0,0,0
jack attack,0,0,0,0,1,0,0,0
jail,0,0,0,0,1,0,0,0
robbery,0,0,0,0,1,0,0,0
fire flame,0,0,0,0,1,0,0,0
shooting,0,0,0,0,1,0,0,0
gun parts,0,0,0,0,1,0,0,0
bwi parking robbery,0,0,0,0,1,0,0,0
grocs jail,0,0,0,0,1,0,0,0
shoot em,0,0,0,0,1,0,0,0
bail,0,0,0,0,1,0,0,0
nerf gun shots,0,0,0,0,1,0,0,0
human trafficking,0,0,0,0,1,0,0,0
grocs jail,0,0,0,0,1,0,0,0
crime place,0,0,0,0,1,0,0,0
daily burglary,0,0,0,0,1,0,0,0
passive burglary,0,0,0,0,1,0,0,0
flat burrito burglary,0,0,0,0,1,0,0,0
food theft,0,0,0,0,1,0,0,0
20m god damn theft,0,0,0,0,1,0,0,0
identity theft,0,0,0,0,1,0,0,0
legal theft,0,0,0,0,1,0,0,0
identity theft,0,0,0,0,1,0,0,0
joayns amazon theft,0,0,0,0,1,0,0,0
broom theft,0,0,0,0,1,0,0,0
identity theft joke jim,0,0,0,0,1,0,0,0
identity theft,0,0,0,0,1,0,0,0
sea thieves,0,0,0,0,1,0,0,0
damn thieves,0,0,0,0,1,0,0,0
hobo electricity thieves,0,0,0,0,1,0,0,0
straw thieves,0,0,0,0,1,0,0,0
glasses thieves,0,0,0,0,1,0,0,0
stupid thieves,0,0,0,0,1,0,0,0
4 thieves labels please kristin sahagun 10512 lindesmith ave whittier ca 90603,0,0,0,0,1,0,0,0
stopping mail thieves,0,0,0,0,1,0,0,0
taking request phantom thieves,0,0,0,0,1,0,0,0
f wallet thieves,0,0,0,0,1,0,0,0
friends thieves,0,0,0,0,1,0,0,0
denim thieves,0,0,0,0,1,0,0,0
nothing thieves,0,0,0,0,1,0,0,0
ap thieves,0,0,0,0,1,0,0,0
spectrum thieves,0,0,0,0,1,0,0,0
yankees thieves,0,0,0,0,1,0,0,0
hat thieves,0,0,0,0,1,0,0,0
apple pear carrot ginger thieves,0,0,0,0,1,0,0,0
leftover gas bill thieves 133,0,0,0,0,1,0,0,0
glasses thieves,0,0,0,0,1,0,0,0
let start riot,0,0,0,0,1,0,0,0
cleaning thieves,0,0,0,0,1,0,0,0
thieves,0,0,0,0,1,0,0,0
att thieves lol,0,0,0,0,1,0,0,0
ballroom thieves,0,0,0,0,1,0,0,0
ballroom thieves,0,0,0,0,1,0,0,0
chip thieves,0,0,0,0,1,0,0,0
40 thieves,0,0,0,0,1,0,0,0
feast thieves,0,0,0,0,1,0,0,0
gas money thieves,0,0,0,0,1,0,0,0
thieves,0,0,0,0,1,0,0,0
lp l bunch thieves,0,0,0,0,1,0,0,0
den thieves,0,0,0,0,1,0,0,0
local criminal,0,0,0,0,1,0,0,0
shoot,0,0,0,0,1,0,0,0
shoot,0,0,0,0,1,0,0,0
destroying random,0,0,0,0,1,0,0,0
dustin lynch,0,0,0,0,1,0,0,0
snake attack,0,0,0,0,1,0,0,0
government conspiracy research funding,0,0,0,0,1,0,0,0
gun range,0,0,0,0,1,0,0,0
assassination,0,0,0,0,1,0,0,0
shooting range,0,0,0,0,1,0,0,0
weekend killed bank account gpa,0,0,0,0,1,0,0,0
bail khabibs cornermen,0,0,0,0,1,0,0,0
corruption,0,0,0,0,1,0,0,0
terrorist training camp,0,0,0,0,1,0,0,0
assassin,0,0,0,0,1,0,0,0
battle,0,0,0,0,1,0,0,0
rick grimes gun,0,0,0,0,1,0,0,0
criminal minds,0,0,0,0,1,0,0,0
rosa aaron second shooter shooting loads,0,0,0,0,1,0,0,0
dang fire,0,0,0,0,1,0,0,0
robbery,0,0,0,0,1,0,0,0
bail money,0,0,0,0,1,0,0,0
4avet battle,0,0,0,0,1,0,0,0
lighting room fire,0,0,0,0,1,0,0,0
highway robbery,0,0,0,0,1,0,0,0
assassin,0,0,0,0,1,0,0,0
gun range,0,0,0,0,1,0,0,0
terror inside popular museum,0,0,0,0,1,0,0,0
see u jail,0,0,0,0,1,0,0,0
stop killing,0,0,0,0,1,0,0,0
fire gas,0,0,0,0,1,0,0,0
baling outta jail,0,0,0,0,1,0,0,0
lost battle,0,0,0,0,1,0,0,0
crime scene,0,0,0,0,1,0,0,0
worst enemy,0,0,0,0,1,0,0,0
assassination youth,0,0,0,0,1,0,0,0
robbery fraud,0,0,0,0,1,0,0,0
young gun beat,0,0,0,0,1,0,0,0
stop killing,0,0,0,0,1,0,0,0
terrorist boyss,0,0,0,0,1,0,0,0
khabib terrorist rat,0,0,0,0,1,0,0,0
cuz brett support terrorist khabib,0,0,0,0,1,0,0,0
killing,0,0,0,0,1,0,0,0
let fire,0,0,0,0,1,0,0,0
bail money,0,0,0,0,1,0,0,0
bank robbery,0,0,0,0,1,0,0,0
real friends bail,0,0,0,0,1,0,0,0
fire,0,0,0,0,1,0,0,0
russian missile,0,0,0,0,1,0,0,0
national suicide prevention lifeline,0,0,0,0,1,0,0,0
jail,0,0,0,0,1,0,0,0
returning dimes crimes,0,0,0,0,1,0,0,0
uber raped us,0,0,0,0,1,0,0,0
thanks crime,0,0,0,0,1,0,0,0
travel partner crime,0,0,0,0,1,0,0,0
actually international crime lord,0,0,0,0,1,0,0,0
white crime,0,0,0,0,1,0,0,0
girls night solving crimes,0,0,0,0,1,0,0,0
bail someone jail committed minor crime,0,0,0,0,1,0,0,0
penance crimes,0,0,0,0,1,0,0,0
returning dimes crimes,0,0,0,0,1,0,0,0
19 crimes,0,0,0,0,1,0,0,0
69 crimes,0,0,0,0,1,0,0,0
pay recent crime spree,0,0,0,0,1,0,0,0
paddington crimes,0,0,0,0,1,0,0,0
doggie food 19 crimes,0,0,0,0,1,0,0,0
18 crimes go,0,0,0,0,1,0,0,0
wizard crime,0,0,0,0,1,0,0,0
csi crime scene investigation puzzles,0,0,0,0,1,0,0,0
piracy victimless crime,0,0,0,0,1,0,0,0
crime,0,0,0,0,1,0,0,0
crime,0,0,0,0,1,0,0,0
lowest crime,0,0,0,0,1,0,0,0
chiefs offense,0,0,0,0,1,0,0,0
weak offense,0,0,0,0,1,0,0,0
cubs offense,0,0,0,0,1,0,0,0
brianna offense,0,0,0,0,1,0,0,0
second offense,0,0,0,0,1,0,0,0
brianna offense 924 sorry overlook offense 108,0,0,0,0,1,0,0,0
texans red zone offense terrible,0,0,0,0,1,0,0,0
triangle offense,0,0,0,0,1,0,0,0
reversing offense,0,0,0,0,1,0,0,0
damned thief,0,0,0,0,1,0,0,0
landlord thief,0,0,0,0,1,0,0,0
yo thief,0,0,0,0,1,0,0,0
barrel thief,0,0,0,0,1,0,0,0
better thief u,0,0,0,0,1,0,0,0
thief,0,0,0,0,1,0,0,0
thief,0,0,0,0,1,0,0,0
thief,0,0,0,0,1,0,0,0
thief,0,0,0,0,1,0,0,0
fry thief,0,0,0,0,1,0,0,0
get something nice ya money thief,0,0,0,0,1,0,0,0
thief,0,0,0,0,1,0,0,0
karma thief,0,0,0,0,1,0,0,0
shoe thief,0,0,0,0,1,0,0,0
snack thief strikes,0,0,0,0,1,0,0,0
basket sandra smith thief,0,0,0,0,1,0,0,0
marshmallow thief insurance,0,0,0,0,1,0,0,0
thief,0,0,0,0,1,0,0,0
da blistex thief,0,0,0,0,1,0,0,0
thief palace,0,0,0,0,1,0,0,0
thief stealing money lol,0,0,0,0,1,0,0,0
taxation without representation thief,0,0,0,0,1,0,0,0
tricking game know thief,0,0,0,0,1,0,0,0
thief,0,0,0,0,1,0,0,0
thief,0,0,0,0,1,0,0,0
ransom money uber thief,0,0,0,0,1,0,0,0
thief,0,0,0,0,1,0,0,0
thief,0,0,0,0,1,0,0,0
identify thief,0,0,0,0,1,0,0,0
ima thief,0,0,0,0,1,0,0,0
highway robbery,0,0,0,0,1,0,0,0
portion bank robbery,0,0,0,0,1,0,0,0
armed robbery,0,0,0,0,1,0,0,0
highway robbery,0,0,0,0,1,0,0,0
robbery,0,0,0,0,1,0,0,0
thank u unproblematically blast fire flames car,0,0,0,0,1,0,0,0
robbery,0,0,0,0,1,0,0,0
robber take shower wanted clean getaway,0,0,0,0,1,0,0,0
cable robbery,0,0,0,0,1,0,0,0
large robber,0,0,0,0,1,0,0,0
great robbery 1015,0,0,0,0,1,0,0,0
photo booth robbery,0,0,0,0,1,0,0,0
nightlight robbery,0,0,0,0,1,0,0,0
sheer robbery,0,0,0,0,1,0,0,0
mean probably pay almost killing tonight,0,0,0,0,1,0,0,0
repay robbery,0,0,0,0,1,0,0,0
starbucks robbery,0,0,0,0,1,0,0,0
robbery,0,0,0,0,1,0,0,0
refund punishment,0,0,0,0,1,0,0,0
fee punishing falcon punch,0,0,0,0,1,0,0,0
even punishment metris fault,0,0,0,0,1,0,0,0
cruel unusual punishment,0,0,0,0,1,0,0,0
beltz punishment,0,0,0,0,1,0,0,0
tim punishment,0,0,0,0,1,0,0,0
punish enslave,0,0,0,0,1,0,0,0
glutton punishment,0,0,0,0,1,0,0,0
cruel unreasonable punishment,0,0,0,0,1,0,0,0
celebration pi destroy credit card please,0,0,0,0,1,0,0,0
books destroy world,0,0,0,0,1,0,0,0
completely destroying house,0,0,0,0,1,0,0,0
letting destroy home,0,0,0,0,1,0,0,0
please nt destroy house,0,0,0,0,1,0,0,0
destroy,0,0,0,0,1,0,0,0
destroy go bed,0,0,0,0,1,0,0,0
destroying bank account,0,0,0,0,1,0,0,0
renters insurance destroy stuff,0,0,0,0,1,0,0,0
letting destroy ovaries,0,0,0,0,1,0,0,0
biological weapons putin,0,0,0,0,1,0,0,0
briar destruction,0,0,0,0,1,0,0,0
death destruction,0,0,0,0,1,0,0,0
death destruction chaos filth greed,0,0,0,0,1,0,0,0
death destruction global scale,0,0,0,0,1,0,0,0
deck destruction thanks,0,0,0,0,1,0,0,0
3 years worth destruction,0,0,0,0,1,0,0,0
self destruction,0,0,0,0,1,0,0,0
saving america nuclear destruction,0,0,0,0,1,0,0,0
deductions taken brothers property destruction,0,0,0,0,1,0,0,0
mutually assured destruction,0,0,0,0,1,0,0,0
destruction,0,0,0,0,1,0,0,0
lambs slaughter,0,0,0,0,1,0,0,0
brutal slaughter cow named pickles,0,0,0,0,1,0,0,0
one turkey slaughtered served pesto two slices excellent bread,0,0,0,0,1,0,0,0
osgoods slaughter,0,0,0,0,1,0,0,0
pigs get slaughtered,0,0,0,0,1,0,0,0
buffalo say son left slaughterhouse bison,0,0,0,0,1,0,0,0
preventing bunny slaughtered,0,0,0,0,1,0,0,0
saving brown horse slaughter,0,0,0,0,1,0,0,0
feel attacked,0,0,0,0,1,0,0,0
feeling personally attacked standup comedy night,0,0,0,0,1,0,0,0
everything changed water nation attacked plottwist,0,0,0,0,1,0,0,0
everything changed fire nation attacked,0,0,0,0,1,0,0,0
sorry ariel attacked nash cat evil,0,0,0,0,1,0,0,0
ok honestly feeling attacked rn,0,0,0,0,1,0,0,0
disabled man attacked,0,0,0,0,1,0,0,0
remember wasp attacked us car maddie caught gum container,0,0,0,0,1,0,0,0
please help im attacked,0,0,0,0,1,0,0,0
attacked persians,0,0,0,0,1,0,0,0
poach,0,0,0,0,1,0,0,0
animal poaching opiumfield land speculation,0,0,0,0,1,0,0,0
large amount illegally poached whale teeth,0,0,0,0,1,0,0,0
blitzed poached tanked rip,0,0,0,0,1,0,0,0
pony poachers,0,0,0,0,1,0,0,0
gorilla poaching slushfund contribution,0,0,0,0,1,0,0,0
lynching,0,0,0,0,1,0,0,0
good lynching,0,0,0,0,1,0,0,0
lots explosions,0,0,0,0,1,0,0,0
indian explosion,0,0,0,1,1,0,0,0
lava explosions,0,0,0,0,1,0,0,0
irish explosion,0,0,0,1,1,0,0,0
burma explosion thanks man,0,0,0,0,1,0,0,0
big explosions guns,0,0,0,0,1,0,0,0
car explosion insurance,0,0,0,0,1,0,0,0
parachutes explosives,0,0,0,0,1,0,0,0
explosives,0,0,0,0,1,0,0,0
lots heavy equipment explosives illegals,0,0,0,0,1,0,0,0
drug laced explosives,0,0,0,0,1,0,0,0
explosives,0,0,0,0,1,0,0,0
engineered explosives 5dn,0,0,0,0,1,0,0,0
engineered explosives,0,0,0,0,1,0,0,0
military grade plastic explosives,0,0,0,0,1,0,0,0
explosive,0,0,0,0,1,0,0,0
24 therms highly explosive gas,0,0,0,0,1,0,0,0
tmnt kite thimble one pizza bagel bite one bazooka gum bazooka explosive wand voldemort misunderstood hero hp,0,0,0,0,1,0,0,0
black market weapons,0,0,0,0,1,0,0,0
weapons,0,0,0,0,1,0,0,0
money weapons fight back oklahoma insects,0,0,0,0,1,0,0,0
throwing weapons celebration,0,0,0,0,1,0,0,0
imported weapons middle east,0,0,0,0,1,0,0,0
sneaky pete secret weapons,0,0,0,0,1,0,0,0
drop weapon,0,0,0,0,1,0,0,0
throwing weapons,0,0,0,0,0,0,0,0
illicit weapons smuggling,0,0,0,0,1,0,0,0
concealed weapons permit,0,0,0,0,1,0,0,0
gaseous explosive fossilized enemy krusty krab,0,0,0,0,1,0,0,0
fraternizing enemy,0,0,0,0,1,0,0,0
wawas public enemy,0,0,0,0,1,0,0,0
airbnb enemy territory,0,0,0,0,1,0,0,0
defeating worst enemy fear spicy chicken sauce drinks,0,0,0,0,1,0,0,0
made mistake making enemy,0,0,0,0,1,0,0,0
words write make thine enemy burn tonight fire torment control hex curse soul,0,0,0,0,1,0,0,0
worst enemy,0,0,0,0,1,0,0,0
killing enemy,0,0,0,0,1,0,0,0
postenemy,0,0,0,0,1,0,0,0
ali worst enemy,0,0,0,0,1,0,0,0
infiltrate enemy moving em randomly,0,0,0,0,1,0,0,0
infected enemy troops ligma,0,0,0,0,1,0,0,0
thanks criminal,0,0,0,0,1,0,0,0
food criminal violations,0,0,0,0,1,0,0,0
blackout stuff r dead,0,0,0,0,1,0,0,0
bang bang shoot ya dead,0,0,0,0,1,0,0,0
let ride hell devil knows dead,0,0,0,0,1,0,0,0
us making heaven devil knows dead,0,0,0,0,1,0,0,0
may heaven full half hour devil knows ur dead,0,0,0,0,1,0,0,0
real attack dead,0,0,0,0,1,0,0,0
hostage ransom money,0,0,0,0,1,0,0,0
kidnapping hostage ransom,0,0,0,0,1,0,0,0
corruption fiancé,0,0,0,0,1,0,0,0
public beach corruption,0,0,0,0,1,0,0,0
acapella presidential corruption hush money ucla,0,0,0,0,1,0,0,0
clintons corruption,0,0,0,0,1,1,0,0
corruption dixieland,0,0,0,0,1,0,0,0
league corruption,0,0,0,0,1,0,0,0
university maryland corruption,0,0,0,0,1,0,0,0
commissioner corruption,0,0,0,0,1,0,0,0
political corruption,0,0,0,0,1,1,0,0
siphoning corruption soil whence live,0,0,0,0,1,0,0,0
power corruption lies,0,0,0,0,1,0,0,0
felt dishonest,0,0,0,0,1,0,0,0
stab daddy,0,0,0,0,1,0,0,0
stab,0,0,0,0,1,0,0,0
buns guns stable knees,0,0,0,0,1,0,0,0
stab,0,0,0,0,1,0,0,0
rescue stabbing chicago,0,0,0,0,1,0,0,0
person ever take skate try stab somebody,0,0,0,0,1,0,0,0
totally stab caesar,0,0,0,0,1,0,0,0
stab face make take quarter,0,0,0,0,1,0,0,0
send back stab playing know live,0,0,0,0,1,0,0,0
stab us,0,0,0,0,1,0,0,0
food nt stab certain individual,0,0,0,0,1,0,0,0
sorry almost killed bunny,0,0,0,0,1,0,0,0
rat poison,0,0,0,0,1,0,0,0
runescape poison dagger,0,0,0,0,1,0,0,0
literal poison okay,0,0,0,0,1,0,0,0
toxic liquid,0,0,0,0,1,0,0,0
price toxic masculinity,0,0,0,0,1,0,0,0
amazon spheres toxic masculinity,0,0,0,0,1,0,0,0
toxicity cityy ciityy,0,0,0,0,1,0,0,0
toxic,0,0,0,0,1,0,0,0
burden toxic masculinity presents society well psychological effects young men women world,0,0,0,0,1,0,0,0
love happiness giving finger toxic masculinity,0,0,0,0,1,0,0,0
weapons mass intoxication,0,0,0,0,1,0,0,0
ur toxic,0,0,0,0,1,0,0,0
snake poison,0,0,0,0,1,0,0,0
poison,0,0,0,0,1,0,0,0
kid poison,0,0,0,0,1,0,0,0
rattlesnake poison,0,0,0,0,1,0,0,0
1 gallon poison,0,0,0,0,1,0,0,0
durban poison,0,0,0,0,1,0,0,0
rat poison shovel,0,0,0,0,1,0,0,0
dat poison,0,0,0,0,1,0,0,0
poison daddy,0,0,0,0,1,0,0,0
deadly poison killed socrates,0,0,0,0,1,0,0,0
new garbage mouse poison,0,0,0,0,1,0,0,0
universal education corroding disintegrating poison liberalism ever invented destruction,0,0,0,0,1,0,0,0
runescape poison dagger,0,0,0,0,1,0,0,0
snake poison,0,0,0,0,1,0,0,0
poisons,0,0,0,0,1,0,0,0
5 maple logs bronze dagger p,0,0,0,0,1,0,0,0
wagger dagger,0,0,0,0,1,0,0,0
boys found dagger drafts beachcomber day bad dawgs,0,0,0,0,1,0,0,0
daggerr,0,0,0,0,1,0,0,0
dagger,0,0,0,0,1,0,0,0
monthly dagger september,0,0,0,0,1,0,0,0
young dagger dic,0,0,0,0,1,0,0,0
runescape poison dagger,0,0,0,0,1,0,0,0
chelsae dagger,0,0,0,0,1,0,0,0
dagger leg,0,0,0,0,1,0,0,0
metoo blm imwithher,0,0,0,0,1,0,0,0
metoo,0,0,0,0,1,0,0,0
metoo,0,0,0,0,1,0,0,0
poundmetoo,0,0,0,0,1,0,0,0
metoo,0,0,0,0,1,0,0,0
russians attack,0,0,0,0,1,0,0,0
kahbib russians cheaters,0,0,0,0,1,0,0,0
hated russian entirety american history,0,0,0,0,1,0,0,0
russian shakespeare,0,0,0,0,1,0,0,0
russian terrorist,0,0,0,0,1,0,0,0
voting trump,0,0,0,0,0,1,0,0
treatment follow thanks trump high copays,0,0,0,0,0,1,0,0
donald trumps impeachment fund,0,0,0,0,0,1,0,0
shirt government theft,0,0,0,0,0,1,0,0
intro american government ya hurdd,0,0,0,0,0,1,0,0
paying internet overrated lets overthrow government,0,0,0,0,0,1,0,0
government keeps stealing money,0,0,0,0,0,1,0,0
chem trails nasa fake definitely get accounts suspended,0,0,0,0,0,1,0,0
nasa fake,0,0,0,0,0,1,0,0
trump 911,0,0,0,0,0,1,0,0
putin watching,0,0,0,0,0,1,0,0
democratic hate group roletrump,0,0,0,0,0,1,0,0
hot pot deep state obamacare birther trump cnn conspiracy fox,0,0,0,0,0,1,0,0
bills dating back obama president,0,0,0,0,0,1,0,0
obamacare,0,0,0,0,0,1,0,0
obamacare,0,0,0,0,0,1,0,0
michelle obama,0,0,0,0,0,1,0,0
toilet paper hillary clinton barack obama ugly faces,0,0,0,0,0,1,0,0
1 make america great hat 2 obamacare life tshirt 3 reruns oprah winfrey show 4 season 5 6 last man standing,0,0,0,0,0,1,0,0
mrs obama honor,0,0,0,0,0,1,0,0
obvious communism going fail many red flags,0,0,0,0,0,1,0,0
heard donald trump made hot dog,0,0,0,0,0,1,0,0
illegal immigrant,0,0,0,0,1,1,0,0
trump tower,0,0,0,0,0,1,0,0
destroying trumps star,0,0,0,0,0,1,0,0
whippet trump rally start funds,0,0,0,0,0,1,0,0
building wall trump,0,0,0,0,0,1,0,0
trump like dealz,0,0,0,0,0,1,0,0
scaffolding build trump wall,0,0,0,0,0,1,0,0
donald trumps tweets,0,0,0,0,0,1,0,0
silencing trump,0,0,0,0,0,1,0,0
tea strumpets,0,0,0,0,0,1,0,0
donald trump wig,0,0,0,0,0,1,0,0
trump,0,0,0,0,0,1,0,0
blow trump pool toy,0,0,0,0,0,1,0,0
god bless america trump,0,0,0,0,0,1,0,0
uber trump,0,0,0,0,0,1,0,0
trump tyty,0,0,0,0,0,1,0,0
trump administration suing cali net neutrality breitbart get ultra high speed loading,0,0,0,0,0,1,0,0
trump rally,0,0,0,0,0,1,0,0
mean obliterated mean life story something begin imagine god bless god bless united states america sometimes life win shay girlfriend always winnings trump,0,0,0,0,0,1,0,0
probably voted trump,0,0,0,0,0,1,0,0
october 6th mmb trumpet tailgate party,0,0,0,0,0,1,0,0
cancelled trumpet hoping give modestly extended lesson sleeping beauty next time sam,0,0,0,0,0,1,0,0
trump 2020,0,0,0,0,0,1,0,0
angels trumpet,0,0,0,0,0,1,0,0
hate trump,0,0,0,0,0,1,0,0
mcdonald trump,0,0,0,0,0,1,0,0
played trumpet hs,0,0,0,0,0,1,0,0
trump 2020,0,0,0,0,0,1,0,0
donation help trump build wall,0,0,0,0,0,1,0,0
supporting trumps,0,0,0,0,0,1,0,0
heres small loan million dollars dont thank thank father savior lord trump,0,0,0,0,0,1,0,0
15 buy donal trump tangas,0,0,0,0,0,1,0,0
briannah milne august trumpet,0,0,0,0,0,1,0,0
really trumpet,0,0,0,0,0,1,0,0
coach supports trump really loser,0,0,0,0,0,1,0,0
maku donaldo trumpu,0,0,0,0,0,1,0,0
saban trump,0,0,0,0,0,1,0,0
robot trump rally,0,0,0,0,0,1,0,0
trump could,0,0,0,0,0,1,0,0
trumpy,0,0,0,0,0,1,0,0
1897 best ever pres yes honey good things u amazing best neighbor ever choose president neighbor especially trump ur great happy almost columbus day autumn gets,0,0,0,0,0,1,0,0
caleb trumpet,0,0,0,0,0,1,0,0
elect trump,0,0,0,0,0,1,0,0
trump,0,0,0,0,0,1,0,0
fighting trump supporter,0,0,0,0,0,1,0,0
mcdonny trump,0,0,0,0,0,1,0,0
coffeeffee trump meme,0,0,0,0,0,1,0,0
life size donald trump cardboard cutout saw fair really liked decided get,0,0,0,0,0,1,0,0
donald trump told knock russian mf,0,0,0,0,0,1,0,0
donald trump hat,0,0,0,0,0,1,0,0
school junior band 10 saxophone players 20 trumpet players school senior band 18 saxophone players 29 trumpet players band higher ratio trumpet saxophone players,0,0,0,0,0,1,0,0
donald trump haunted house,0,0,0,0,0,1,0,0
donald trump,0,0,0,0,0,1,0,0
onion tossing inky tats confusing arguments voting trump,0,0,0,0,0,1,0,0
president trump americahat,0,0,0,0,0,1,0,0
licking trumps gooch,0,0,0,0,0,1,0,0
cuz trump called fight told destroy mofogga,0,0,0,0,0,1,0,0
trumpys taxes,0,0,0,0,0,1,0,0
trump change,0,0,0,0,0,1,0,0
whippet trump rally start funds,0,0,0,0,0,1,0,0
trump like dealz,0,0,0,0,0,1,0,0
scaffolding build trump wall,0,0,0,0,0,1,0,0
blow trump pool toy,0,0,0,0,0,1,0,0
trump tyty,0,0,0,0,0,1,0,0
trump rally,0,0,0,0,0,1,0,0
trump 2020,0,0,0,0,0,1,0,0
donation help trump build wall,0,0,0,0,0,1,0,0
15 buy donal trump tangas,0,0,0,0,0,1,0,0
donald trump macy baby clothes,0,0,0,0,0,1,0,0
trump 2020,0,0,0,0,0,1,0,0
supporting trump fakepresident,0,0,0,0,0,1,0,0
helping russia thing charity whatever putin trump white house 2020 thanks continued support donald trump send money back longer support campaign make america great,0,0,0,0,0,1,0,0
trump,0,0,0,0,0,1,0,0
agreeing vote trump 2020,0,0,0,0,0,1,0,0
impeach trump stickers buttons,0,0,0,0,0,1,0,0
watching kathy griffin scream donald trump kardashians three hours,0,0,0,0,0,1,0,0
bush 711,0,0,0,0,0,1,0,0
full bush dues love long live bush,0,0,0,0,0,1,0,0
george bush care black people,0,0,0,0,0,1,0,0
george bush doesnt care black people,0,0,0,0,0,1,0,0
saying bush 911 also saying,0,0,0,0,0,1,0,0
look man joe biden definitely could work broadway,0,0,0,0,0,1,0,0
halfback nojoebiden,0,0,0,0,0,1,0,0
biden thursday 82 walk,0,0,0,0,0,1,0,0
paper towels joe biden,0,0,0,0,0,1,0,0
better company biden almost,0,0,0,0,0,1,0,0
gift joe biden place party wife falls,0,0,0,0,0,1,0,0
biden tuesthurs walks 8789,0,0,0,0,0,1,0,0
biden time,0,0,0,0,0,1,0,0
joe biden,0,0,0,0,0,1,0,0
biden,0,0,0,0,0,1,0,0
go get trump hat asking,0,0,0,0,0,1,0,0
brittany renner teanna trump got video coming,0,0,0,0,0,1,0,0
trump campaign donation,0,0,0,0,0,1,0,0
watching trump fall apart,0,0,0,0,0,1,0,0
trump tariff,0,0,0,0,0,1,0,0
trump campaign contribution venmodollar,0,0,0,0,0,1,0,0
911 please remember trump america take proud boys,0,0,0,0,0,1,0,0
trump 2020 paraphernalia,0,0,0,0,0,1,0,0
trump,0,0,0,0,0,1,0,0
trump 2020 campaign donation,0,0,0,0,0,1,0,0
grace trip go tell trump move taking land,0,0,0,0,0,1,0,0
made trump jokes,0,0,0,0,0,1,0,0
trump superpac donation,0,0,0,0,0,1,0,0
